"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","引体向上","总分"
"130",180,62.6,"正常","肺活量及格","50米良好","立定跳远优秀","坐位体前屈优秀","1000米及格","引体向上良好",83.3
"131",169.1,52.6,"正常","肺活量不及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上及格",79.9
"132",170.9,57.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",70.1
"133",167.5,61.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",70.3
"134",180.9,92.1,"肥胖","肺活量优秀","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",66.3
"135",175.3,59.5,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米良好","引体向上及格",79.4
"136",169.7,72,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",61.5
"137",168.9,51.7,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",55.8
"138",174,63,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈良好","1000米不及格","引体向上不及格",68.4
"139",173.9,68.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.4
"140",171.5,76.6,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米及格","引体向上不及格",58
"141",173.4,81.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",64.6
"142",165.2,66.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",61.9
"143",177.2,67.2,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",82.7
"144",166.9,56.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",72.3
"145",180,62.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67.3
"146",170.9,69.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.3
"147",173.9,59.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",72.7
"148",167.8,57.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",74.8
"149",173.9,74,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",63.2
"150",176.7,66.2,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","1000米不及格","引体向上不及格",66.1
"151",170.5,55.2,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",71.8
"152",175.3,54.5,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上良好",72.2
"153",167.9,54.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",55.6
"154",173.5,71,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上不及格",62.6
"155",160.6,44.6,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",60.3
"156",176.8,63.1,"正常","肺活量不及格","50米及格","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上不及格",60.8
"157",176.3,65.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69.9
"158",167.8,53.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",59.5
"159",173.9,67.4,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",72.9
"160",165.6,56.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",58.6
"161",162.6,63.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.7
"162",189.3,101.2,"肥胖","肺活量优秀","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",63
"163",159.8,52,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",70.2
"164",171,59,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",70.4
"165",162.6,59.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",68
"166",168.7,55.7,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈良好","1000米优秀","引体向上及格",85.3
"167",175.4,78.9,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米不及格","引体向上不及格",53.9
"168",171,71,"超重","肺活量优秀","50米良好","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上不及格",67.9
"169",157.5,78.9,"肥胖","肺活量及格","50米及格","立定跳远良好","坐位体前屈良好","1000米及格","引体向上不及格",65.9
"170",170.5,49.9,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上不及格",62.7
"171",175.8,59.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米优秀","引体向上及格",81.5
"172",174.9,67.7,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.7
"173",174.7,72,"正常","肺活量良好","50米及格","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上及格",73.1
"174",164.5,60.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",72.8
"175",158,52.4,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈优秀","1000米及格","引体向上不及格",63.6
"176",175.7,76.1,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",62.4
"177",177.4,59.4,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上良好",76.4
"178",183.1,111.9,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.3
"179",171.1,61.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",73.3
"180",175.8,79.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",67.8
"181",173.1,55.7,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",58
"182",177.5,79.9,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米不及格","引体向上不及格",59.3
"183",169.7,59.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",64.7
"184",174.7,57.2,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",71.5
"185",172.2,55.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67.6
"186",170.9,73.3,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",58.6
"187",182.8,78.6,"正常","肺活量良好","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",74.6
"188",171.5,83,"肥胖","肺活量优秀","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",62.7
"189",173.4,100.4,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米不及格","引体向上不及格",44.4
"190",175.3,125.7,"肥胖","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",46.3
"191",187.1,80.8,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",68.1
"192",170.3,58.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69.7
"193",154.1,52.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.1
"194",158.8,54.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",60.1
"195",180.3,101.4,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",58.8
"196",165.2,57.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",58.7
"197",163.8,55.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.1
"198",171.4,68.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",63
"199",166.6,61.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",66.4
"200",177.5,76.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.9
"201",180.3,64.6,"正常","肺活量良好","50米良好","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",80.4
"202",170.9,49.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",72.3
"203",188.4,66.5,"正常","肺活量及格","50米不及格","立定跳远良好","坐位体前屈及格","1000米优秀","引体向上不及格",70.1
"204",180.3,61.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",67
"205",178.1,55.2,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",58.5
"206",182.1,65.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",61.4
"207",164.4,55.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",66.4
"208",164.9,75,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",60.2
"209",167.5,61,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",60.2
"210",165.9,54.8,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",78.7
"211",174.7,78.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.5
