"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","一分钟仰卧起坐","总分"
"203",163.6,60,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈良好","800米良好","仰卧起坐及格",80.8
"204",155.6,51.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.6
"205",156.4,59.7,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.1
"206",161.1,49,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",78.5
"207",155.2,55.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.9
"208",158.9,83.2,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",64.4
"209",159.2,56.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.1
"210",163.6,54.3,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.1
"211",158.2,52.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73
"212",167.9,82.8,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66
"213",163.3,55,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",75.1
"214",155.5,47.2,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐良好",76.3
"215",155.3,46.5,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈不及格","800米及格","仰卧起坐及格",70.8
"216",163.1,63.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",65
"217",161.7,53.3,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",56.8
"218",161.7,55.1,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",63.6
"219",152.6,48.4,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",56.6
"220",158,51.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.4
"221",158.6,54.6,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈不及格","800米不及格","仰卧起坐不及格",51.4
"222",160.8,56.8,"正常","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈不及格","800米及格","仰卧起坐及格",52.1
"223",165.2,68,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米不及格","仰卧起坐及格",64
"224",161.7,53.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",65.7
"225",158.2,62,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",61.7
"226",155.2,52,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",78.1
"227",161.2,50,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐良好",75.1
"228",161.1,62.1,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.7
"229",154.3,43.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.8
"230",159.2,57,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.6
"231",167.2,55,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.3
"232",159.2,71,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",59.6
"233",153.5,43.9,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米优秀","仰卧起坐及格",82.8
"234",167.6,79.9,"肥胖","肺活量优秀","50米及格","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐不及格",70.8
"235",164.4,57.1,"正常","肺活量良好","50米良好","立定跳远优秀","坐位体前屈良好","800米优秀","仰卧起坐良好",88.5
"236",158,50.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",73.3
"237",161.1,50.9,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",75.4
"238",172,57,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77
"239",151.7,51.2,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",57.6
"240",153,51.2,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.8
"241",158.2,48,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.6
"242",161.2,60,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.6
"243",163.2,45,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",73.4
"244",169.2,55,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",80
"245",166.4,69.9,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.8
"246",167.2,50,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐良好",76.9
"247",169.2,50,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",72.6
"248",161.1,52.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.6
"249",155.2,51.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",76.5
"250",161.1,51,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐良好",78.7
"251",161.4,50.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",77.7
"252",162.6,64.3,"超重","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.5
"253",159.2,63.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米良好","仰卧起坐良好",76.6
"254",156.9,57.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.5
"255",160.8,47,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",75.7
"256",162,56.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米良好","仰卧起坐良好",68.7
"257",153,49.9,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",64.9
"258",159.2,57.1,"正常","肺活量不及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",66.2
"259",155.2,61.6,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.1
"260",158.6,50.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.9
"261",152.7,54.1,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",78.3
"262",152.6,50.3,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米良好","仰卧起坐及格",78.1
"263",177.2,97,"肥胖","肺活量优秀","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",47.7
"264",157.3,52.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",71.9
"265",163.9,62.6,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈优秀","800米及格","仰卧起坐及格",74.3
"266",155.6,59.7,"超重","肺活量良好","50米不及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",56.2
"267",163.9,49.5,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐不及格",56.3
"268",153.2,57,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米良好","仰卧起坐及格",76.4
"269",154.5,48.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.5
"270",163,72.9,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈不及格","800米及格","仰卧起坐及格",62.5
"271",158.2,60.2,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐及格",79.1
"272",157,52.4,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.7
"273",163.3,52.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米不及格","仰卧起坐及格",64.1
"274",153.9,42.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.6
"275",167,74,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.4
"276",149.2,47.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",64.3
"277",157,44.6,"正常","肺活量良好","50米良好","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",81.1
"278",152.7,68.8,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",61
"279",161.3,59.2,"正常","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐不及格",42.2
"280",157.3,55.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.9
"281",162,61.1,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",78.4
"282",160.1,58.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.8
"283",167.6,68,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",70.7
"284",155.2,57,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",74.2
"285",152.7,51.9,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",61.9
"286",154.2,43.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.7
"287",159.6,55,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.5
"288",162.3,54.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",66.7
"289",172.6,63.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",67.3
"290",151.3,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",66.6
"291",158.6,54.7,"正常","肺活量不及格","50米及格","立定跳远优秀","坐位体前屈良好","800米及格","仰卧起坐及格",67.6
"292",161.4,49.2,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77.1
"293",167.6,54.7,"正常","肺活量良好","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.6
"294",165.1,58.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米不及格","仰卧起坐及格",71.6
"295",160,46.3,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",56.5
